artist,album,genre,rank,year,reviewer,reviewer_url
Fiona Apple,The Idler Wheel...,Pop,5,2012,Pitchfork,https://pitchfork.com/features/lists-and-guides/the-200-best-albums-of-the-2010s/
Kendrick Lamar,To Pimp a Butterfly,Hip Hop,4,2015,Pitchfork,https://pitchfork.com/features/lists-and-guides/the-200-best-albums-of-the-2010s/
Beyonce,Beyonce,Pop,3,2013,Pitchfork,https://pitchfork.com/features/lists-and-guides/the-200-best-albums-of-the-2010s/
Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,2,2010,Pitchfork,https://pitchfork.com/features/lists-and-guides/the-200-best-albums-of-the-2010s/
Frank Ocean,Blonde,R&B,1,2016,Pitchfork,https://pitchfork.com/features/lists-and-guides/the-200-best-albums-of-the-2010s/
Lady Gaga & Bradley Cooper,A Star Is Born Soundtrack,Pop,100,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Lady Antebellum,Need You Now,Country,99,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Japandroids,Celebration Rock,Alt Rock,98,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Porter Robinson,Worlds,Electronic,97,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Ed Sheeran,x,Pop,96,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Chris Stapleton,Traveller,Country,95,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Nipsey Hussle,Victory Lap,Hip Hop,94,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
P!nk,The Truth About Love,Pop,93,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Ozuna,Odisea,Latin,92,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Miley Cyrus,Bangerz,Pop,91,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Against Me!,Transgender Dysphoria Blues,Punk Rock,90,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Childish Gambino,"""Awaken, My Love!""",Hip Hop,89,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Sky Ferreira,"Night Time, My Time",Pop,88,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Brandi Carlile,"By the Way, I Forgive You",Americana,87,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Jonas Brothers,Happiness Begins,Pop,86,2019,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
J. Cole,2014 Forest Hills Drive,Hip Hop,85,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Rihanna,Loud,Pop,84,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Travis Scott,Astroworld,Hip Hop,83,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
The 1975,I Like it when you sleep...,Indie Pop,82,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Mumford & Sons,Sigh No More,Folk,81,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Camila Cabello,Camila,Pop,80,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",Indie Rock,79,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Adele,25,Pop,78,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Arctic Monkeys,AM,Indie Rock,77,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Lil Uzi Vert,Luv Is Rage 2,Hip Hop,76,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Twenty One Pilots,Blurryface,Hip Hop,74,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kesha,Rainbow,Pop,73,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Jenni Rivera,Joyas Prestadas,Latin,72,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Maggie Rogers,Heard It in a Past Life,Pop,71,2019,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Mac Miller,Swimming,Hip Hop,70,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Bruno Mars,24K Magic,Pop,69,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
HAIM,Days Are Gone,Rock,68,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Rae Sremmurd,SremmLife,Hip Hop,67,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Perfume Genius,No Shape,Indie Pop,66,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Lizzo,Cuz I Love You,Pop,65,2019,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Maren Morris,HERO,Country,64,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Tegan and Sara,Heartthrob,Indie Pop,63,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kanye West,Yeezus,Hip Hop,62,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Sam Hunt,Montevallo,Country,61,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Florence + the Machine,"How Big, How Blue, How Beautiful",Indie Rock,60,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Sufjan Stevens,Carrie and Lowell,Indie Folk,58,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Calvin Harris,Funk Wav Bounces Vol. 1,Electronic,57,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Bon Iver,Bon Iver,Indie Folk,56,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
The Black Keys,Brothers,Rock,55,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
"Tyler, the Creator",IGOR,Hip Hop,54,2019,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
JAY-Z,4:44,Hip Hop,53,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Anderson .Paak,Malibu,Hip Hop,52,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Taylor Swift,Speak Now,Pop,51,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
David Bowie,Blackstar,Rock,49,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kendrick Lamar,DAMN.,Hip Hop,48,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
J Balvin,Vibras,Reggae,47,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Disclosure,Settle,House/Electronic,46,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Drake,Nothing Was the Same,Hip Hop,45,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
'Hamilton' Original Broadway Cast Recording,Hamilton,Musical,44,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
One Direction,Four,Pop,43,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Sam Smith,In the Lonely Hour,Pop,42,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Grimes,Art Angels,Electronic,41,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Future,DS2,Hip Hop,40,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
LCD Soundsystem,This Is Happening,Rock/Electronic,39,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Ariana Grande,Sweetener,Pop,38,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Paramore,Paramore,Alt Rock,37,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
D'Angelo and the Vanguard,Black Messiah,R&B,36,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Chance the Rapper,Acid Rap,Hip Hop,35,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Fiona Apple,The Idler Wheel...,Pop,34,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Janelle Monae,Dirty Computer,R&B,33,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Tame Impala,Currents,Psychadelic Rock,32,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Lana Del Rey,Born to Die,Pop,31,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Justin Bieber,Purpose,Pop,30,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Miguel,Kaleidoscope Dream,R&B,29,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Frank Ocean,Blonde,R&B,28,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Billie Eilish,"When We All Fall Asleep, Where Do We Go?",Pop,27,2019,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Arcade Fire,The Suburbs,Indie Rock,26,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Rosalia,El Mal Querer,Latin,25,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
JAY-Z & Kanye West,Watch the Throne,Hip Hop,24,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Lorde,Pure Heroine,Pop,23,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
SZA,CTRL,R&B,22,2017,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Lady Gaga,Born This Way,Pop,21,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
The Weeknd,House of Balloons,R&B,20,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Taylor Swift,1989,Pop,19,2014,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Vampire Weekend,Modern Vampires of the City,Indie Rock,18,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Solange,A Seat at the Table,R&B,17,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Drake,Take Care,Hip Hop,16,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kendrick Lamar,"good kid, m.A.A.d city",Hip Hop,15,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Katy Perry,Teenage Dream,Pop,14,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Cardi B,Invasion of Privacy,Hip Hop,13,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Daft Punk,Random Access Memories,Electronic,12,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Beyonce,Beyonce,Pop,11,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Adele,21,Pop,10,2011,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Robyn,Body Talk,Pop,9,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Ariana Grande,"thank u, next",Pop,8,2019,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Rihanna,Anti,Pop,7,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kacey Musgraves,Golden Hour,Country,6,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kendrick Lamar,To Pimp a Butterfly,Hip Hop,5,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Taylor Swift,Red,Pop,4,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Frank Ocean,Channel ORANGE,R&B,3,2012,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Beyonce,Lemonade,Pop,2,2016,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,1,2010,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Charli XCX,True Romance,Pop,75,2013,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Pusha T,Daytona,Hip Hop,59,2018,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Carly Rae Jepsen,EMOTION,Pop,50,2015,Billboard,https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100
Future,Pluto,Hip Hop,100,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Car Seat Headrest,Teens of Denial,Indie Rock,99,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
PUP,The Dream Is Over,Punk Rock,98,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",Indie Rock,97,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Colleen Green,I Want To Grow Up,Indie Pop,96,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Wye Oak,Civilian,Indie Rock,95,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Purity Ring,Shrines,Pop,94,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Hop Along,Painted Shut,Indie Rock,93,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Jim O'Rourke,Simple Songs,Alt Indie,92,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Japanese Breakfast,Soft Sounds from Another Planet,Indie Rock,91,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Charly Bliss,Guppy,Pop,90,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Rich Gang,Rich Gang: Tha Tour Part 1,Hip Hop,89,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Cobalt,Slow Forever,Metal,88,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Oneohtrix Point Never,Replica,Electronic,87,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Eric Church,The Outsiders,Country,86,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Sleigh Bells,Treats,Pop,85,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Vampire Weekend,Father of the Bride,Indie Rock,84,2019,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Priests,Nothing Feels Natural,Punk Rock,83,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Fuck Buttons,Slow Focus,Electronic,82,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Japandroids,Celebration Rock,Alt Rock,81,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Parquet Courts,Light Up Gold,Indie Rock,80,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Big Thief,U.F.O.F.,Indie Rock,79,2019,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Deerhunter,Halcyon Digest,Alt Indie,78,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
SZA,CTRL,R&B,77,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
(Sandy) Alex G,DSU,Indie Rock,76,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Charli XCX,Pop 2,Pop,75,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
The National,Sleep Well Beast,Indie Rock,74,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Bjork,Vulnicura,Pop,73,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Nick Cave & The Bad Seeds,Ghosteen,Alt Rock,72,2019,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Low,Double Negative,Indie Rock,71,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
D'Angelo and the Vanguard,Black Messiah,R&B,70,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Taylor Swift,1989,Pop,69,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Purple Mountains,Purple Mountains,Indie,68,2019,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Lana Del Rey,Norman Fucking Rockwell!,Pop,67,2019,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Jenny Hval,"Apocalypse, girl",Electronic,66,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
James Blake,James Blake,Electronic,65,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Blood Orange,Cupid Deluxe,Electronic,64,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Fucked Up,David Comes To Life,Emo Rock,63,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
M83,"Hurry Up, We're Dreaming",Pop,62,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
The 1975,I Like it when you sleep...,Indie Pop,61,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kamasi Washington,The Epic,Jazz,60,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Radiohead,A Moon Shaped Pool,Rock,59,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Hip Hop,58,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Earl Sweatshirt,Doris,Hip Hop,57,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Cardi B,Invasion of Privacy,Hip Hop,56,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Rosalia,El Mal Querer,Latin,55,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Titus Andronicus,The Monitor,Punk Rock,54,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
The Knife,Shaking the Habitual,Electronic,53,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Tame Impala,Currents,Psychadelic Rock,52,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Sharon Van Etten,Are We There,Indie,51,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Run The Jewels,Run The Jewels 2,Hip Hop,50,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Panda Bear,Tomboy,Indie,49,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Snail Mail,Lush,Indie Rock,48,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Waxahatchee,Cerulean Salt,Indie Rock,47,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Rihanna,ANTI,Pop,46,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Pusha T,Daytona,Hip Hop,45,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Slowdive,Slowdive,Pop,44,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Perfume Genius,No Shape,Indie Pop,43,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Ariana Grande,Sweetener,Pop,42,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Chance The Rapper,Acid Rap,Hip Hop,41,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Lana Del Rey,Born to Die,Pop,40,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Joanna Newsom,Have One On Me,Indie Folk,39,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Drake,Take Care,Hip Hop,38,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Bon Iver,"22, A Million",Indie Folk,37,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
FKA Twigs,LP1,Electronic,36,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Mount Eerie,A Crow Looked at Me,Alt Indie,35,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kacey Musgraves,Golden Hour,Country,34,2018,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Beyonce,Lemonade,Pop,33,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Beach House,Teen Dream,Indie Pop,32,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Father John Misty,"I Love You, Honeybear",Indie Folk,31,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Danny Brown,Old,Hip Hop,30,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Angel Olsen,Burn Your Fire for No Witness,Indie Folk,29,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
St. Vincent,Strange Mercy,Rock,28,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Mitski,Puberty 2,Indie Rock,27,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Vampire Weekend,Modern Vampires of the City,Indie Rock,26,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Deafheaven,Sunbather,Metal,25,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
The War On Drugs,Lost In The Dream,Indie Rock,24,2014,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Vince Staples,Summertime '06,Hip Hop,23,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Bon Iver,Bon Iver,Indie Folk,22,2011,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Solange,A Seat at the Table,R&B,21,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Robyn,Body Talk,Pop,20,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Fiona Apple,The Idler Wheel...,Pop,19,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
My Bloody Valentine,mbv,Pop Rock,18,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Lorde,Melodrama,Pop,17,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Sufjan Stevens,Carrie & Lowell,Indie Folk,16,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
David Bowie,Blackstar,Rock,15,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Arcade Fire,The Suburbs,Indie Rock,14,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Frank Ocean,Channel ORANGE,R&B,13,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
LCD Soundsystem,This Is Happening,Rock/Electronic,12,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kendrick Lamar,DAMN.,Hip Hop,11,2017,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Taylor Swift,Red,Pop,10,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Carly Rae Jepsen,EMOTION,Pop,9,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Sky Ferreira,"Night Time, My Time",Pop,8,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Beyonce,Beyonce,Pop,7,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kendrick Lamar,"good kid, m.A.A.d city",Hip Hop,6,2012,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Frank Ocean,Blonde,R&B,5,2016,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,4,2010,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Grimes,Art Angels,Electronic,3,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kanye West,Yeezus,Hip Hop,2,2013,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
Kendrick Lamar,To Pimp a Butterfly,Hip Hop,1,2015,Stereogum,https://www.stereogum.com/featured/best-albums-of-the-2010s-list/
PJ Harvey,Let England Shake,Alt Rock,100,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Savages,Silence Yourself,Rock,99,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Destroyer,Kaputt,Indie Rock,98,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Ariana Grande,"thank u, next",Pop,97,2019,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Bon Iver,"22, A Million",Indie Folk,96,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Oneohtrix Point Never,Replica,Electronic,95,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Tom Waits,Bad as Me,Rock,94,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
